학교명,학제,설립구분,시,지역,학교홈페이지,등록금,국가장학금,지방자치단체장학금,사설및기타장학금,성적우수장학금,근로장학금,기타장학금,교외장학금,교내장학금,전체 장학금,남은 장학금
서정대학교,전문대학,사립,경기,양주시,www.seojeong.ac.kr,6289153,18826319277,18515500,31796000,246838600,535629363,7071800519,18876630777,7854268482,26730899259,26724610106
선린대학교,전문대학,사립,경북,포항시,www.sunlin.ac.kr,5834875,6186658103,0,54000000,307558800,75957988,768857300,6240658103,1152374088,7393032191,7387197316
선문대학교,대학교,사립,충남,아산시,www.sunmoon.ac.kr,7598499,24098603212,108151920,2328969615,1464533500,596747612,7123753709,26535724747,9185034821,35720759568,35713161069
성결대학교,대학교,사립,경기,안양시,www.sungkyul.ac.kr,7251329,11908906277,34661200,84130000,2587805118,655605334,2174899953,12027697477,5418310405,17446007882,17438756553
성공회대학교,대학교,사립,서울,구로구,www.skhu.ac.kr,7089425,5538534102,59604280,28218750,571358350,96458738,523501360,5626357132,1191318448,6817675580,6810586155
성균관대학교,대학교,사립,서울,종로구,www.skku.edu,8448561,25039205982,174514710,4349096820,9440796200,2004076107,10974191528,29562817512,22419063835,51981881347,51973432786
성신여자대학교,대학교,사립,서울,성북구,www.sungshin.ac.kr,7935790,18305180821,210243800,511850230,6487048500,819813363,1935088400,19027274851,9241950263,28269225114,28261289324
성운대학교,전문대학,사립,경북,영천시,www.sw.ac.kr,5084760,5314795451,0,16090900,0,4905624,1206118800,5330886351,1211024424,6541910775,6536826015
세경대학교,전문대학,사립,강원,영월군,www.saekyung.ac.kr,4977572,3009944690,257405000,236038000,76265500,27618460,288201100,3503387690,392085060,3895472750,3890495178
세명대학교,대학교,사립,충북,제천시,www.semyung.ac.kr,6926388,18745070658,1371631480,253358400,2393847950,550085752,4760365970,20370060538,7704299672,28074360210,28067433822
세종대학교,대학교,사립,서울,광진구,www.sejong.ac.kr,7944926,20824060653,7000000,517880350,2789413500,936536722,4707400930,21348941003,8433351152,29782292155,29774347229
세한대학교,대학교,사립,전남,영암군,www.sehan.ac.kr,7090896,8807419377,1508000,160400000,428533400,79393936,1802317300,8969327377,2310244636,11279572013,11272481117
송곡대학교,전문대학,사립,강원,춘천시,www.songgok.ac.kr,5469243,1713859871,73365000,4250000,134838800,67586644,490304950,1791474871,692730394,2484205265,2478736022
송원대학교,대학교,사립,광주,남구,www.songwon.ac.kr,6584458,8930593871,4500000,66600000,265788750,115138224,2893977360,9001693871,3274904334,12276598205,12270013747
송호대학교,전문대학,사립,강원,횡성군,www.songho.ac.kr,5946982,2187320292,82902500,37800000,114854000,46636640,340364555,2308022792,501855195,2809877987,2803931005
수성대학교,전문대학,사립,대구,수성구,www.sc.ac.kr,5908989,10839547863,0,73068000,640511000,91446832,2801134600,10912615863,3533092432,14445708295,14439799306
수원가톨릭대학교,대학교,사립,경기,화성시,www.suwoncatholic.ac.kr,5097000,232217550,0,300604000,28543200,0,464736250,532821550,493279450,1026101000,1021004000
수원과학대학교,전문대학,사립,경기,화성시,www.ssc.ac.kr,5608023,8944848468,7505400,127325000,1154441000,105363886,1563169500,9079678868,2822974386,11902653254,11897045231
수원대학교,대학교,사립,경기,화성시,www.suwon.ac.kr,7557824,17974135256,19604280,171375000,6417733000,407316464,1834311000,18165114536,8659360464,26824475000,26816917176
수원여자대학교,전문대학,사립,경기,수원시,www.swc.ac.kr,6740692,9361158118,4572960,49730000,747752667,449123820,882963930,9415461078,2079840417,11495301495,11488560803
숙명여자대학교,대학교,사립,서울,용산구,www.sookmyung.ac.kr,8137769,18634797835,102503080,1467521910,5584630000,1401364316,2691414932,20204822825,9677409248,29882232073,29874094304
순천대학교,대학교,국립,전남,순천시,www.scnu.ac.kr,3951411,14165403066,174723160,281982810,1755559500,298039479,562369350,14622109036,2615968329,17238077365,17234125954
순천제일대학교,전문대학,사립,전남,순천시,www.suncheon.ac.kr,5462590,7461008846,0,39500000,228898000,67543180,1499060000,7500508846,1795501180,9296010026,9290547436
순천향대학교,대학교,사립,충남,아산시,http:,7873075,26997495380,22973600,833085157,4933229380,655004060,5797432450,27853554137,11385665890,39239220027,39231346952
숭실대학교,대학교,사립,서울,동작구,www.ssu.ac.kr,7975234,26630755304,440970630,2229799222,3338774600,1110621976,7438767130,29301525156,11888163706,41189688862,41181713628
숭의여자대학교,전문대학,사립,서울,중구,www.sewc.ac.kr,5967168,8562798661,16558500,55585000,863018270,485443784,605849050,8634942161,1954311104,10589253265,10583286097
신구대학교,전문대학,사립,경기,성남시,www.shingu.ac.kr,6667323,16635974528,8302800,153969700,1163067900,602105662,1435146200,16798247028,3200319762,19998566790,19991899467
신라대학교,대학교,사립,부산,사상구,www.silla.ac.kr,6771033,20906561865,65987000,198922750,1948302750,382826400,3190559307,21171471615,5521688457,26693160072,26686389039
신성대학교,전문대학,사립,충남,당진시,www.shinsung.ac.kr,6544617,8802275358,6053760,183550000,293886500,106380522,1476802810,8991879118,1877069832,10868948950,10862404333
신안산대학교,전문대학,사립,경기,안산시,www.sau.ac.kr,6649736,7282713930,86214100,118650000,325019000,15856260,1589314500,7487578030,1930189760,9417767790,9411118054
신한대학교,대학교,사립,경기,"동두천시, 의정부시",www.shinhan.ac.kr,8786286,17121248319,1124416400,202232600,2388990000,328420846,2987999240,18447897319,5705410086,24153307405,24144521119
아신대학교,대학교,사립,경기,양평군,www.acts.ac.kr,6568264,1610688049,0,52525500,89194000,95148398,138549000,1663213549,322891398,1986104947,1979536683
아주대학교,대학교,사립,경기,수원시,www.ajou.ac.kr,8312532,18189793046,43261960,1196988150,3886133105,1613440010,3839130772,19430043156,9338703887,28768747043,28760434511
안동과학대학교,전문대학,사립,경북,안동시,www.asc.ac.kr,5847905,6389777583,5213720,84191600,472621250,65853752,1315935070,6479182903,1854410072,8333592975,8327745070
안동대학교,대학교,국립,경북,안동시,www.andong.ac.kr,3748928,12873838841,187337020,375811200,1668790020,286824814,303533800,13436987061,2259148634,15696135695,15692386767
안산대학교,전문대학,사립,경기,안산시,www.ansan.ac.kr,6082384,11507585119,57361350,112510050,1011196050,36175864,1362357907,11677456519,2409729821,14087186340,14081103956
안양대학교,대학교,사립,"경기, 인천","안양시, 강화군",www.anyang.ac.kr,7684028,11305669109,21034600,91541400,2297116350,741123708,1446085447,11418245109,4484325505,15902570614,15894886586
여주대학교,전문대학,사립,경기,여주시,www.yit.ac.kr,6998739,10758362547,8746300,777050000,597783700,26623880,1152423150,11544158847,1776830730,13320989577,13313990838
연성대학교,전문대학,사립,경기,안양시,www.yeonsung.ac.kr,6503345,17063073719,118851490,164939000,856260000,419731682,2590118680,17346864209,3866110362,21212974571,21206471226
연세대학교,대학교,사립,"강원, 서울","서대문구, 원주시",www.yonsei.ac.kr,9012272,29642519763,318693880,5171268260,10253048080,2175644086,4746030929,35132481903,17174723095,52307204998,52298192726
연암공과대학교,전문대학,사립,경남,진주시,www.yc.ac.kr,5562859,3185956897,11179000,23150000,501630000,40057855,198303300,3220285897,739991155,3960277052,3954714193
연암대학교,전문대학,사립,충남,천안시,www.yonam.ac.kr,6244519,4237082540,3719280,84000000,313348000,113120410,129824280,4324801820,556292690,4881094510,4874849991
영남대학교,대학교,사립,경북,경산시,www.yu.ac.kr,7461513,54010997840,132613260,1535399100,10259596300,647894575,5118833280,55679010200,16026324155,71705334355,71697872842
영남신학대학교,대학교,사립,경북,경산시,www.ytus.ac.kr,6166000,1490038313,0,34600000,19577000,30744172,203897000,1524638313,254218172,1778856485,1772690485
영남외국어대학,전문대학,사립,경북,경산시,www.yflc.ac.kr,5576023,68043093,1438000,2200000,69219000,7455362,489891500,71681093,566565862,638246955,632670932
영남이공대학교,전문대학,사립,대구,남구,www.ync.ac.kr,6231339,16149856181,2877120,101957408,595945000,507448374,4884638693,16254690709,5988032067,22242722776,22236491437
영산대학교,대학교,사립,"부산, 경남","양산시, 해운대구",www.ysu.ac.kr,6526152,15987716774,156005330,93081160,523272200,74391706,3186523860,16236803264,3784187766,20020991030,20014464878
영산선학대학교,대학교,사립,전남,영광군,www.youngsan.ac.kr,2000000,0,0,41200000,0,0,74000000,41200000,74000000,115200000,113200000
영진전문대학교,전문대학,사립,대구,북구,www.yju.ac.kr,6207720,21576403943,786480,198309700,1648421844,383021560,4645316660,21775500123,6676760064,28452260187,28446052467
예수대학교,대학교,사립,전북,전주시,www.jesus.ac.kr,6846218,1536768718,0,30150000,151322000,11191392,121850000,1566918718,284363392,1851282110,1844435892
예원예술대학교,대학교,사립,"경기, 전북","임실군, 양주시",www.yewon.ac.kr,8354876,2107059580,3000000,30851600,267173500,18568976,2107200000,2140911180,2392942476,4533853656,4525498780
오산대학교,전문대학,사립,경기,오산시,www.osan.ac.kr,6743620,10732970524,4284400,49776000,1844491570,26915396,1252417010,10787030924,3123823976,13910854900,13904111280
용인대학교,대학교,사립,경기,용인시,www.yongin.ac.kr,7735746,14045826152,91410350,257291800,1867604000,152541788,2106459500,14394528302,4126605288,18521133590,18513397844
용인예술과학대학교,전문대학,사립,경기,용인시,www.ysc.ac.kr,6961508,7413308002,63870710,44620000,727710240,52214978,1146414140,7521798712,1926339358,9448138070,9441176562
우석대학교,대학교,사립,전북,완주군,www.woosuk.ac.kr,6937845,17916614584,44447250,243106580,1118374750,214471229,2603145750,18204168414,3935991729,22140160143,22133222298
우송대학교,대학교,사립,대전,동구,www.wsu.ac.kr,7227702,23984516769,93984690,168824370,6792234140,3840406241,2232845881,24247325829,12865486262,37112812091,37105584389
우송정보대학,전문대학,사립,대전,동구,www.wsi.ac.kr,6045608,10768576385,3517520,138663000,310773350,79734190,2101061035,10910756905,2491568575,13402325480,13396279872
울산과학대학교,전문대학,사립,울산,동구,www.uc.ac.kr,6140343,12068626407,50500000,547700000,825423000,199401748,1440115620,12666826407,2464940368,15131766775,15125626432
울산대학교,대학교,사립,울산,남구,www.ulsan.ac.kr,7333644,23878536382,366519670,4031785249,3558888320,797567556,2266839934,28276841301,6623295810,34900137111,34892803467
원광대학교,대학교,사립,전북,익산시,www.wonkwang.ac.kr,7496520,34291734084,334166830,789981412,2698288002,327558002,6515399908,35415882326,9541245912,44957128238,44949631718
원광보건대학교,전문대학,사립,전북,익산시,www.wu.ac.kr,6218431,14208631789,383625500,80338800,776985600,159069493,1684173250,14672596089,2620228343,17292824432,17286606001
위덕대학교,대학교,사립,경북,경주시,www.uu.ac.kr,7335519,7358916002,145491380,65816000,566370700,44004706,3651637367,7570223382,4262012773,11832236155,11824900636
유원대학교,대학교,사립,충북,영동군,www.u1.ac.kr,7251423,9668873144,18800000,65234000,820924000,80168956,4539033300,9752907144,5440126256,15193033400,15185781977
유한대학교,전문대학,사립,경기,부천시,www.yuhan.ac.kr,6067839,13119837206,12355560,279920500,1446354000,526348940,268733330,13412113266,2241436270,15653549536,15647481697
을지대학교,대학교,사립,"대전, 경기","중구, 성남시, 의정부시",www.eulji.ac.kr,8529148,9252238715,286065960,215846900,2013563200,326560395,1014051100,9754151575,3354174695,13108326270,13099797122
이화여자대학교,대학교,사립,서울,서대문구,www.ewha.ac.kr,8742198,21635351365,295379200,3541570208,7760643790,584908560,4957050470,25472300773,13302602820,38774903593,38766161395
인덕대학교,전문대학,사립,서울,노원구,www.induk.ac.kr,6756417,17245379867,65280100,178528000,850058900,513078900,556834050,17489187967,1919971850,19409159817,19402403400
인제대학교,대학교,사립,"부산, 경남","김해시, 부산진구",www.inje.ac.kr,7275811,20153857383,64137200,673407820,2306160900,591890074,3015619485,20891402403,5913670459,26805072862,26797797051
인천가톨릭대학교,대학교,사립,인천,"연수구, 강화군",www.iccu.ac.kr,8162869,1498106547,6026750,111899500,258747750,41818802,498474296,1616032797,799040848,2415073645,2406910776
인천재능대학교,전문대학,사립,인천,동구,www.jeiu.ac.kr,6420630,10223737246,8013800,42672480,518070000,93740024,1546619310,10274423526,2158429334,12432852860,12426432230
인하공업전문대학,전문대학,사립,인천,미추홀구,www.inhatc.ac.kr,6764947,18675749920,47718070,75270000,1413391140,1383134972,2624992820,18798737990,5421518932,24220256922,24213491975
인하대학교,대학교,사립,인천,미추홀구,www.inha.ac.kr,7770597,34434296536,195595610,2117185005,5660237400,3070685327,5940432590,36747077151,14671355317,51418432468,51410661871
장로회신학대학교,대학교,사립,서울,광진구,www.puts.ac.kr,6657667,1986300680,6000000,100073000,175625300,80991440,99914100,2092373680,356530840,2448904520,2442246853
장안대학교,전문대학,사립,경기,화성시,www.jangan.ac.kr,6382692,8170749212,0,27677000,809791000,34421938,1927635240,8198426212,2771848178,10970274390,10963891698
전남과학대학교,전문대학,사립,전남,곡성군,www.cntu.ac.kr,5180678,11890375082,3000000,52100000,122400000,110508968,1548138490,11945475082,1781047458,13726522540,13721341862
전남대학교,대학교,국립,"전남, 광주","북구, 여수시",www.chonnam.ac.kr,4157180,38033591209,65197240,2066858190,6150780810,638283968,1995409860,40165646639,8784474638,48950121277,48945964097
전북과학대학교,전문대학,사립,전북,정읍시,www.jbsc.ac.kr,5422773,5485653518,0,30160000,196017000,84547192,1038246810,5515813518,1318811002,6834624520,6829201747
전북대학교,대학교,국립,전북,전주시,www.jbnu.ac.kr,4431726,34351535543,372101960,1457508000,4767599750,1677322090,2235872570,36181145503,8680794410,44861939913,44857508187
전주기전대학,전문대학,사립,전북,전주시,www.kijeon.ac.kr,6300684,6171219290,2254000,44836000,82950000,145514265,1468289760,6218309290,1696754025,7915063315,7908762631
전주대학교,대학교,사립,전북,전주시,www.jj.ac.kr,7021326,31304748782,678645140,734651480,1460470500,1095967748,5371941075,32718045402,7928379323,40646424725,40639403399
전주비전대학교,전문대학,사립,전북,전주시,www.jvision.ac.kr,6234028,10459366427,2000000,105952260,240598350,59351738,2002316760,10567318687,2302266848,12869585535,12863351507
제주관광대학교,전문대학,사립,제주,제주시,www.jtu.ac.kr,4908232,5060935087,650000,55100000,108244550,65428818,766740632,5116685087,940414000,6057099087,6052190855
제주국제대학교,대학교,사립,제주,제주시,www.jeju.ac.kr,5837838,557234037,2000000,44488000,125662000,20404228,838794250,603722037,984860478,1588582515,1582744677
제주대학교,대학교,국립,제주,제주시,www.jejunu.ac.kr,3977333,18280748101,376769120,821742640,1964738200,1134207224,1138541440,19479259861,4237486864,23716746725,23712769392
제주한라대학교,전문대학,사립,제주,제주시,www.chu.ac.kr,5162560,12073877950,68936760,90500000,565247010,234038810,1509271665,12233314710,2308557485,14541872195,14536709635
조선간호대학교,전문대학,사립,광주,동구,www.cnc.ac.kr,5309438,1737416678,3147000,10000000,192709600,1613692,64684250,1750563678,259007542,2009571220,2004261782
조선대학교,대학교,사립,광주,동구,www.chosun.ac.kr,7109852,46910124796,21090300,696104800,6688450450,444491784,5316094039,47627319896,12449036273,60076356169,60069246317
조선이공대학교,전문대학,사립,광주,동구,www.cst.ac.kr,5604515,8058820169,4500000,16500000,173560500,48357690,1544674000,8079820169,1766592190,9846412359,9840807844
중부대학교,대학교,사립,충남,금산군,www.joongbu.ac.kr,7246231,18974455440,18535700,102243000,2461706500,1038817700,3370495160,19095234140,6871019360,25966253500,25959007269
중앙대학교,대학교,사립,"경기, 서울","안성시, 동작구",www.cau.ac.kr,8176408,40502751210,367924300,3575523018,9308987000,1782267640,6525822082,44446198528,17617076722,62063275250,62055098842
중앙승가대학교,대학교,사립,경기,김포시,admission.sangha.ac.kr,1760000,116746680,0,204052000,8850000,0,24090000,320798680,32940000,353738680,351978680
중원대학교,대학교,사립,충북,괴산군,www.jwu.ac.kr,7446498,6960413024,24984940,33444400,1239055500,75714120,8185242660,7018842364,9500012280,16518854644,16511408146
진주보건대학교,전문대학,사립,경남,진주시,www.jhc.ac.kr,5912294,7979703370,7390160,65500000,403049900,56933240,1404180000,8052593530,1864163140,9916756670,9910844376
차의과학대학교,대학교,사립,경기,포천시,www.cha.ac.kr,7156301,5914447439,15904560,94221020,472643120,154658356,1145914842,6024573019,1773216318,7797789337,7790633036
창신대학교,대학교,사립,경남,창원시,www.cs.ac.kr,6406668,5061487940,10543560,937356797,367562200,110495804,625615770,6009388297,1103673774,7113062071,7106655403
창원대학교,대학교,국립,경남,창원시,www.changwon.ac.kr,3876810,15281098354,29173900,556703380,1662818800,1092419286,1009213840,15866975634,3764451926,19631427560,19627550750
창원문성대학교,전문대학,사립,경남,창원시,www.cmu.ac.kr,5853324,4568656262,8220000,36150000,383390000,51552328,758647000,4613026262,1193589328,5806615590,5800762266
청강문화산업대학교,전문대학,사립,경기,이천시,www.ck.ac.kr,7036156,10897012107,17772760,414432852,673570400,371579390,253485000,11329217719,1298634790,12627852509,12620816353
청암대학교,전문대학,사립,전남,순천시,ca.ac.kr,5547607,6437201081,0,76936000,450624700,60380954,1195545530,6514137081,1706551184,8220688265,8215140658
청주대학교,대학교,사립,충북,청주시,www.cju.ac.kr,7658347,23269151198,56996260,356776500,6603685340,333068660,3111834750,23682923958,10048588750,33731512708,33723854361
초당대학교,대학교,사립,전남,무안군,www.cdu.ac.kr,6665781,8013397885,0,208780000,300464920,60361720,3659203120,8222177885,4020029760,12242207645,12235541864
총신대학교,대학교,사립,서울,동작구,www.chongshin.ac.kr,6973645,4516869848,36500000,273039000,372468200,277163342,239924900,4826408848,889556442,5715965290,5708991645
추계예술대학교,대학교,사립,서울,서대문구,www.chugye.ac.kr,8815848,2474516480,20049000,34963000,423332000,74042000,148302500,2529528480,645676500,3175204980,3166389132
춘해보건대학교,전문대학,사립,울산,울주군,www.ch.ac.kr,6134831,7797535564,100000000,90135000,737665000,155102826,365690000,7987670564,1258457826,9246128390,9239993559
충남대학교,대학교,국립,대전,유성구,www.cnu.ac.kr,4364968,26831587895,90999220,1164827440,5769514700,1300081965,2244287820,28087414555,9313884485,37401299040,37396934072
충북대학교,대학교,국립,충북,청주시,www.chungbuk.ac.kr,4289666,25363954939,108593230,1097545570,4595690860,2441512395,2301473920,26570093739,9338677175,35908770914,35904481248
충북보건과학대학교,전문대학,사립,충북,청주시,www.chsu.ac.kr,6190483,6415539747,7619520,53300000,401829540,53261158,956017180,6476459267,1411107878,7887567145,7881376662
충청대학교,전문대학,사립,충북,청주시,www.ok.ac.kr,5963169,9066499692,15918960,90930000,434553290,189663855,1283849360,9173348652,1908066505,11081415157,11075451988
칼빈대학교,대학교,사립,경기,용인시,www.calvin.ac.kr,7610778,884332362,1395000,40540000,42110000,53535278,960899800,926267362,1056545078,1982812440,1975201662
평택대학교,대학교,사립,경기,평택시,www.ptu.ac.kr,7576066,7725997603,9500000,120680000,1210968000,182744106,1640577100,7856177603,3034289206,10890466809,10882890743
포항공과대학교,대학교,사립,경북,포항시,www.postech.ac.kr,5613500,3688230827,0,349592800,90200000,466586468,3617737340,4037823627,4174523808,8212347435,8206733935
포항대학교,전문대학,사립,경북,포항시,www.pohang.ac.kr,6141852,4977507081,83049000,76700000,161410000,81892496,839409664,5137256081,1082712160,6219968241,6213826389
한국골프대학교,전문대학,사립,강원,횡성군,www.kg.ac.kr,7930000,1296454500,44570000,31900000,89885500,6900000,537152600,1372924500,633938100,2006862600,1998932600
한국공학대학교,대학교,사립,경기,시흥시,www.kpu.ac.kr,9034616,14322056487,40607360,382633680,3605099519,815379428,3441700700,14745297527,7862179647,22607477174,22598442558
한국관광대학교,전문대학,사립,경기,이천시,www.ktc.ac.kr,6295502,4553145218,2100600,14217220,162929300,55787758,1146559584,4569463038,1365276642,5934739680,5928444178
한국교원대학교,대학교,국립,충북,청주시,www.knue.ac.kr,3179374,3744759218,23645810,192385400,311288500,907818232,151343480,3960790428,1370450212,5331240640,5328061266
한국교통대학교,대학교,국립,충북,충주시,www.ut.ac.kr,4110184,16591627661,64972150,187557650,3573412950,1080320244,1040851360,16844157461,5694584554,22538742015,22534631831
한국국제대학교,대학교,사립,경남,진주시,www.iuk.ac.kr,6428953,597186879,17300000,4000000,198691000,1619876,951498170,618486879,1151809046,1770295925,1763866972
한국기술교육대학교,대학교,사립,충남,천안시,www.koreatech.ac.kr,4495823,7413629341,4206350,81139880,2192235160,2003141978,1713963000,7498975571,5909340138,13408315709,13403819886
한국성서대학교,대학교,사립,서울,노원구,www.bible.ac.kr,7111110,2960755637,42000000,57246800,263449000,289944500,525399400,3060002437,1078792900,4138795337,4131684227
한국승강기대학교,전문대학,사립,경남,거창군,www.klc.ac.kr,7013300,1931485870,2706750,22296000,240974000,15656272,261496700,1956488620,518126972,2474615592,2467602292
한국영상대학교,전문대학,사립,세종,장군면,www.pro.ac.kr,6250725,9735067277,4396680,112611800,830373600,281070116,758668660,9852075757,1870112376,11722188133,11715937408
한국외국어대학교,대학교,사립,서울,동대문구,www.hufs.ac.kr,7184492,26385548788,345594690,2030094210,3934482750,737767044,4592131375,28761237688,9264381169,38025618857,38018434365
한국체육대학교,대학교,국립,서울,송파구,www.knsu.ac.kr,3859865,4555852889,30285500,197838000,2026784000,44230566,140000000,4783976389,2211014566,6994990955,6991131090
한국침례신학대학교,대학교,사립,대전,유성구,www.kbtus.ac.kr,6047489,5308123134,0,325209885,91893500,80272472,146256220,5633333019,318422192,5951755211,5945707722
한국항공대학교,대학교,사립,경기,고양시,www.kau.ac.kr,8510869,7236805067,114405010,473249070,1541941000,855327285,1923265190,7824459147,4320533475,12144992622,12136481753
한국해양대학교,대학교,국립,부산,영도구,www.kmou.ac.kr,3723612,12250456382,158005710,1210978200,1896743500,214196418,318909450,13619440292,2429849368,16049289660,16045566048
한남대학교,대학교,사립,대전,대덕구,www.hannam.ac.kr,7234996,28914419092,74522570,208469650,3253505220,567720724,4534483086,29197411312,8355709030,37553120342,37545885346
한동대학교,대학교,사립,경북,포항시,www.handong.edu,7122951,11301710418,23719280,960569230,912977100,959708294,1250052900,12285998928,3122738294,15408737222,15401614271
한라대학교,대학교,사립,강원,원주시,www.halla.ac.kr,7157954,7753531671,157694950,129810400,1432486850,109583004,1365346310,8041037021,2907416164,10948453185,10941295231
한림대학교,대학교,사립,강원,춘천시,www.hallym.ac.kr,7540804,18227593230,288542850,455298300,4534824150,611987100,2775086570,18971434380,7921897820,26893332200,26885791396
한림성심대학교,전문대학,사립,강원,춘천시,www.hsc.ac.kr,5741603,8047162173,68170000,61276000,732140370,507962292,1199537750,8176608173,2439640412,10616248585,10610506982
한밭대학교,대학교,국립,대전,유성구,www.hanbat.ac.kr,4471034,17081783928,81922120,267120580,2423346040,1388654152,817537760,17430826628,4629537952,22060364580,22055893546
한서대학교,대학교,사립,충남,서산시,www.hanseo.ac.kr,7970722,16021582644,114307900,108731000,3524025000,322422736,3275851650,16244621544,7122299386,23366920930,23358950208
한성대학교,대학교,사립,서울,성북구,www.hansung.ac.kr,7778890,15439385376,55257210,228806700,1441031250,1772106629,3961912032,15723449286,7175049911,22898499197,22890720307
한세대학교,대학교,사립,경기,군포시,www.hansei.ac.kr,8154076,6316497650,25108500,94102000,771886000,117843548,1928188300,6435708150,2817917848,9253625998,9245471922
한신대학교,대학교,사립,경기,오산시,www.hs.ac.kr,7246246,12415987837,31667600,261164000,1956469020,777129658,1031260900,12708819437,3764859578,16473679015,16466432769
한양대학교,대학교,사립,"경기, 서울","성동구, 안산시",www.hanyang.ac.kr,8543761,27157028127,258973960,2559634520,3530476200,1559617342,14421228016,29975636607,19511321558,49486958165,49478414404
한양여자대학교,전문대학,사립,서울,성동구,www.hywoman.ac.kr,6189253,17917173144,22246400,155133050,2032876270,275404666,1287440498,18094552594,3595721434,21690274028,21684084775
한영대학교,전문대학,사립,전남,여수시,www.hanyeong.ac.kr,5611605,3424037092,0,0,76860000,27476398,661850750,3424037092,766187148,4190224240,4184612635
한일장신대학교,대학교,사립,전북,완주군,www.hanil.ac.kr,6428858,3367211154,2890000,56152600,139595000,48428576,801709000,3426253754,989732576,4415986330,4409557472
협성대학교,대학교,사립,경기,화성시,www.uhs.ac.kr,7460014,10504331301,16000000,40800000,1489497239,314939104,967087218,10561131301,2771523561,13332654862,13325194848
혜전대학교,전문대학,사립,충남,홍성군,www.hj.ac.kr,5828352,7001190950,0,106307250,126498800,279306400,1328084425,7107498200,1733889625,8841387825,8835559473
호남대학교,대학교,사립,광주,광산구,www.honam.ac.kr,6580113,18451509764,39101860,152607300,2418907700,465936984,5271363840,18643218924,8156208524,26799427448,26792847335
호남신학대학교,대학교,사립,광주,남구,www.htus.ac.kr,6802844,1821457996,0,37158200,254425700,78869750,229687920,1858616196,562983370,2421599566,2414796722
호산대학교,전문대학,사립,경북,경산시,www.hosan.ac.kr,5801199,4823620939,4402000,3400000,199400250,17510386,1460188310,4831422939,1677098946,6508521885,6502720686
호서대학교,대학교,사립,충남,아산시,www.hoseo.ac.kr,7761284,28201647866,475156680,289731540,4422236200,1873684248,5366079773,28966536086,11662000221,40628536307,40620775023
홍익대학교,대학교,사립,"세종, 서울","마포구, 조치원읍",www.hongik.ac.kr,8431468,32583356967,50567180,959136530,17648206300,4354288864,6442353102,33593060677,28444848266,62037908943,62029477475
